path_prefix,signal_type,signal_role,influx_path,tag_name_resolved,tag_description_resolved,level2_name,level3_name,functional_role,semantic_var,Opis (Znaczenie fizyczne),alarm_konfig_status,score_l2,score_l3
devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VALEnThirdProbe,VFbk,PV,devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VALEnThirdProbe/VFbk/Actual,VALEnThirdProbe,Third probe alarm low,,,,,,TAK,0.0,0.0
devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VALEnThirdProbe,VMan,Manual,devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VALEnThirdProbe/VMan/Actual,VALEnThirdProbe,Third probe alarm low,,,,,,TAK,0.0,0.0
devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VALEnThirdProbe,VOut,SP,devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/VALEnThirdProbe/VOut/Actual,VALEnThirdProbe,Third probe alarm low,,,,,,TAK,0.0,0.0
devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/measurementFirstProbe,V,Value,devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/measurementFirstProbe/V/Actual,measurementFirstProbe,Probe - not connected,,,,measurement_value,,TAK,0.0,0.0
devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/measurementSecondProbe,V,Value,devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/measurementSecondProbe/V/Actual,measurementSecondProbe,Probe - not connected,,,,,,TAK,0.0,0.0
devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/measurementThirdProbe,V,Value,devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/measurementThirdProbe/V/Actual,measurementThirdProbe,Probe - not connected,,,,,,TAK,0.0,0.0
devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/moduleIdentificationTrigger,VFbk,PV,devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/moduleIdentificationTrigger/VFbk/Actual,moduleIdentificationTrigger,Module Identification Trigger,,,,,,TAK,0.0,0.0
devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/moduleIdentificationTrigger,VMan,Manual,devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/moduleIdentificationTrigger/VMan/Actual,moduleIdentificationTrigger,Module Identification Trigger,,,,,,TAK,0.0,0.0
devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/moduleIdentificationTrigger,VOut,SP,devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/moduleIdentificationTrigger/VOut/Actual,moduleIdentificationTrigger,Module Identification Trigger,,,,,,TAK,0.0,0.0
devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/qualityIndicator,V,Value,devices/c6444729-56d5-4510-a365-f7dabcb2069c/mtp/objects/Sensor6/qualityIndicator/V/Actual,qualityIndicator,Quality Indicator,,,,,,TAK,0.0,0.0
devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VAHEnFirstProbe,VFbk,PV,devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VAHEnFirstProbe/VFbk/Actual,VAHEnFirstProbe,First probe alarm high,,,,,,TAK,0.0,0.0
devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VAHEnFirstProbe,VMan,Manual,devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VAHEnFirstProbe/VMan/Actual,VAHEnFirstProbe,First probe alarm high,,,,,,TAK,0.0,0.0
devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VAHEnFirstProbe,VOut,SP,devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VAHEnFirstProbe/VOut/Actual,VAHEnFirstProbe,First probe alarm high,,,,,,TAK,0.0,0.0
devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VAHEnSecondProbe,VFbk,PV,devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VAHEnSecondProbe/VFbk/Actual,VAHEnSecondProbe,Second probe alarm high,,,,,,TAK,0.0,0.0
devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VAHEnSecondProbe,VMan,Manual,devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VAHEnSecondProbe/VMan/Actual,VAHEnSecondProbe,Second probe alarm high,,,,,,TAK,0.0,0.0
devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VAHEnSecondProbe,VOut,SP,devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VAHEnSecondProbe/VOut/Actual,VAHEnSecondProbe,Second probe alarm high,,,,,,TAK,0.0,0.0
devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VAHEnThirdProbe,VFbk,PV,devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VAHEnThirdProbe/VFbk/Actual,VAHEnThirdProbe,Third probe alarm high,,,,,,TAK,0.0,0.0
devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VAHEnThirdProbe,VMan,Manual,devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VAHEnThirdProbe/VMan/Actual,VAHEnThirdProbe,Third probe alarm high,,,,,,TAK,0.0,0.0
devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VAHEnThirdProbe,VOut,SP,devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VAHEnThirdProbe/VOut/Actual,VAHEnThirdProbe,Third probe alarm high,,,,,,TAK,0.0,0.0
devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VALEnFirstProbe,VFbk,PV,devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VALEnFirstProbe/VFbk/Actual,VALEnFirstProbe,First probe alarm low,,,,,,TAK,0.0,0.0
devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VALEnFirstProbe,VMan,Manual,devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VALEnFirstProbe/VMan/Actual,VALEnFirstProbe,First probe alarm low,,,,,,TAK,0.0,0.0
devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VALEnFirstProbe,VOut,SP,devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VALEnFirstProbe/VOut/Actual,VALEnFirstProbe,First probe alarm low,,,,,,TAK,0.0,0.0
devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VALEnSecondProbe,VFbk,PV,devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VALEnSecondProbe/VFbk/Actual,VALEnSecondProbe,Second probe alarm low,,,,,,TAK,0.0,0.0
devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VALEnSecondProbe,VMan,Manual,devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VALEnSecondProbe/VMan/Actual,VALEnSecondProbe,Second probe alarm low,,,,,,TAK,0.0,0.0
devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VALEnSecondProbe,VOut,SP,devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VALEnSecondProbe/VOut/Actual,VALEnSecondProbe,Second probe alarm low,,,,,,TAK,0.0,0.0
devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VALEnThirdProbe,VFbk,PV,devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VALEnThirdProbe/VFbk/Actual,VALEnThirdProbe,Third probe alarm low,,,,,,TAK,0.0,0.0
devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VALEnThirdProbe,VMan,Manual,devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VALEnThirdProbe/VMan/Actual,VALEnThirdProbe,Third probe alarm low,,,,,,TAK,0.0,0.0
devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VALEnThirdProbe,VOut,SP,devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/VALEnThirdProbe/VOut/Actual,VALEnThirdProbe,Third probe alarm low,,,,,,TAK,0.0,0.0
devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/measurementFirstProbe,V,Value,devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/measurementFirstProbe/V/Actual,measurementFirstProbe,Probe - CO2,,,,measurement_value,,NIE,0.0,0.0
devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/measurementSecondProbe,V,Value,devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/measurementSecondProbe/V/Actual,measurementSecondProbe,Probe - Not supported,,,,,,NIE,0.0,0.0
devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/measurementThirdProbe,V,Value,devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/measurementThirdProbe/V/Actual,measurementThirdProbe,Probe - T,,,,,,NIE,0.0,0.0
devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/moduleIdentificationTrigger,VFbk,PV,devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/moduleIdentificationTrigger/VFbk/Actual,moduleIdentificationTrigger,Module Identification Trigger,,,,,,TAK,0.0,0.0
devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/moduleIdentificationTrigger,VMan,Manual,devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/moduleIdentificationTrigger/VMan/Actual,moduleIdentificationTrigger,Module Identification Trigger,,,,,,TAK,0.0,0.0
devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/moduleIdentificationTrigger,VOut,SP,devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/moduleIdentificationTrigger/VOut/Actual,moduleIdentificationTrigger,Module Identification Trigger,,,,,,TAK,0.0,0.0
devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/qualityIndicator,V,Value,devices/d119c456-717a-4aa2-af0a-1d6d41f69d69/mtp/objects/Sensor4/qualityIndicator/V/Actual,qualityIndicator,Quality Indicator,,,,,,TAK,0.0,0.0
devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/rpmAHEN,VFbk,PV,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/rpmAHEN/VFbk/Actual,rpmAHEN,Agitator Speed Alarm High Enable,Output/Mieszanie_01/o_Speed_Fbk,mixer/out_mixer_model_angular_velocity_rads,speed / RPM,speed_feedback,Pr?dko?? k?towa (rad/s) wyliczona na podstawie obrotów (RPM).,TAK,1.0,1.0
devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/rpmAHEN,VMan,Manual,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/rpmAHEN/VMan/Actual,rpmAHEN,Agitator Speed Alarm High Enable,,,,,,TAK,0.0,0.0
devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/rpmAHEN,VOut,SP,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/rpmAHEN/VOut/Actual,rpmAHEN,Agitator Speed Alarm High Enable,Output/Mieszanie_01/i_Speed_SP,mixer/out_mixer_rpm_setpoint,speed / RPM,speed_setpoint,Warto?? zadana pr?dko?ci obrotowej mieszad?a.,TAK,1.0,1.0
devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/rpmALEN,VFbk,PV,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/rpmALEN/VFbk/Actual,rpmALEN,Agitator Speed Alarm Low Enable,,,,,,TAK,0.0,0.0
devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/rpmALEN,VMan,Manual,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/rpmALEN/VMan/Actual,rpmALEN,Agitator Speed Alarm Low Enable,,,,,,TAK,0.0,0.0
devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/rpmALEN,VOut,SP,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/rpmALEN/VOut/Actual,rpmALEN,Agitator Speed Alarm Low Enable,,,,,,TAK,0.0,0.0
devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/temperature,V,Value,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/temperature/V/Actual,temperature,Agitator Temperature,Output/Mieszanie_01/o_usedEnergy,mixer/out_mixer_energy_consumption_w,,energy_consumption,Moc pobierana przez silnik mieszad?a.,NIE,1.0,1.0
devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpAHEN,VFbk,PV,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpAHEN/VFbk/Actual,tmpAHEN,Agitator Temperature Alarm High Enable,,,,temperature_value,,TAK,0.0,0.0
devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpAHEN,VMan,Manual,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpAHEN/VMan/Actual,tmpAHEN,Agitator Temperature Alarm High Enable,,,,temperature_value,,TAK,0.0,0.0
devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpAHEN,VOut,SP,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpAHEN/VOut/Actual,tmpAHEN,Agitator Temperature Alarm High Enable,,,,temperature_value,,TAK,0.0,0.0
devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpALEN,VFbk,PV,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpALEN/VFbk/Actual,tmpALEN,Agitator Temperature Alarm Low Enable,,,,temperature_value,,TAK,0.0,0.0
devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpALEN,VMan,Manual,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpALEN/VMan/Actual,tmpALEN,Agitator Temperature Alarm Low Enable,,,,temperature_value,,TAK,0.0,0.0
devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpALEN,VOut,SP,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpALEN/VOut/Actual,tmpALEN,Agitator Temperature Alarm Low Enable,,,,temperature_value,,TAK,0.0,0.0
devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnFirstProbe,VFbk,PV,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnFirstProbe/VFbk/Actual,VAHEnFirstProbe,First probe alarm high,,,,,,TAK,0.0,0.0
devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnFirstProbe,VMan,Manual,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnFirstProbe/VMan/Actual,VAHEnFirstProbe,First probe alarm high,,,,,,TAK,0.0,0.0
devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnFirstProbe,VOut,SP,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnFirstProbe/VOut/Actual,VAHEnFirstProbe,First probe alarm high,,,,,,TAK,0.0,0.0
devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnSecondProbe,VFbk,PV,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnSecondProbe/VFbk/Actual,VAHEnSecondProbe,Second probe alarm high,,,,,,TAK,0.0,0.0
devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnSecondProbe,VMan,Manual,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnSecondProbe/VMan/Actual,VAHEnSecondProbe,Second probe alarm high,,,,,,TAK,0.0,0.0
devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnSecondProbe,VOut,SP,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnSecondProbe/VOut/Actual,VAHEnSecondProbe,Second probe alarm high,,,,,,TAK,0.0,0.0
devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnThirdProbe,VFbk,PV,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnThirdProbe/VFbk/Actual,VAHEnThirdProbe,Third probe alarm high,,,,,,TAK,0.0,0.0
devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnThirdProbe,VMan,Manual,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnThirdProbe/VMan/Actual,VAHEnThirdProbe,Third probe alarm high,,,,,,TAK,0.0,0.0
devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnThirdProbe,VOut,SP,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnThirdProbe/VOut/Actual,VAHEnThirdProbe,Third probe alarm high,,,,,,TAK,0.0,0.0
devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnFirstProbe,VFbk,PV,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnFirstProbe/VFbk/Actual,VALEnFirstProbe,First probe alarm low,,,,,,TAK,0.0,0.0
devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnFirstProbe,VMan,Manual,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnFirstProbe/VMan/Actual,VALEnFirstProbe,First probe alarm low,,,,,,TAK,0.0,0.0
devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnFirstProbe,VOut,SP,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnFirstProbe/VOut/Actual,VALEnFirstProbe,First probe alarm low,,,,,,TAK,0.0,0.0
devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnSecondProbe,VFbk,PV,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnSecondProbe/VFbk/Actual,VALEnSecondProbe,Second probe alarm low,,,,,,TAK,0.0,0.0
devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnSecondProbe,VMan,Manual,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnSecondProbe/VMan/Actual,VALEnSecondProbe,Second probe alarm low,,,,,,TAK,0.0,0.0
devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnSecondProbe,VOut,SP,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnSecondProbe/VOut/Actual,VALEnSecondProbe,Second probe alarm low,,,,,,TAK,0.0,0.0
devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnThirdProbe,VFbk,PV,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnThirdProbe/VFbk/Actual,VALEnThirdProbe,Third probe alarm low,,,,,,TAK,0.0,0.0
devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnThirdProbe,VMan,Manual,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnThirdProbe/VMan/Actual,VALEnThirdProbe,Third probe alarm low,,,,,,TAK,0.0,0.0
devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnThirdProbe,VOut,SP,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnThirdProbe/VOut/Actual,VALEnThirdProbe,Third probe alarm low,,,,,,TAK,0.0,0.0
devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementFirstProbe,V,Value,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementFirstProbe/V/Actual,measurementFirstProbe,Probe - not connected,,,,measurement_value,,TAK,0.0,0.0
devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementSecondProbe,V,Value,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementSecondProbe/V/Actual,measurementSecondProbe,Probe - not connected,,,,,,TAK,0.0,0.0
devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementThirdProbe,V,Value,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementThirdProbe/V/Actual,measurementThirdProbe,Probe - not connected,,,,,,TAK,0.0,0.0
devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/moduleIdentificationTrigger,VFbk,PV,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/moduleIdentificationTrigger/VFbk/Actual,moduleIdentificationTrigger,Module Identification Trigger,,,,,,TAK,0.0,0.0
devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/moduleIdentificationTrigger,VMan,Manual,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/moduleIdentificationTrigger/VMan/Actual,moduleIdentificationTrigger,Module Identification Trigger,,,,,,TAK,0.0,0.0
devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/moduleIdentificationTrigger,VOut,SP,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/moduleIdentificationTrigger/VOut/Actual,moduleIdentificationTrigger,Module Identification Trigger,,,,,,TAK,0.0,0.0
devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/qualityIndicator,V,Value,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/qualityIndicator/V/Actual,qualityIndicator,Quality Indicator,,,,,,TAK,0.0,0.0
devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnFirstProbe,VFbk,PV,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnFirstProbe/VFbk/Actual,VAHEnFirstProbe,First probe alarm high,,,,,,TAK,0.0,0.0
devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnFirstProbe,VMan,Manual,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnFirstProbe/VMan/Actual,VAHEnFirstProbe,First probe alarm high,,,,,,TAK,0.0,0.0
devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnFirstProbe,VOut,SP,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnFirstProbe/VOut/Actual,VAHEnFirstProbe,First probe alarm high,,,,,,TAK,0.0,0.0
devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnSecondProbe,VFbk,PV,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnSecondProbe/VFbk/Actual,VAHEnSecondProbe,Second probe alarm high,,,,,,TAK,0.0,0.0
devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnSecondProbe,VMan,Manual,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnSecondProbe/VMan/Actual,VAHEnSecondProbe,Second probe alarm high,,,,,,TAK,0.0,0.0
devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnSecondProbe,VOut,SP,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnSecondProbe/VOut/Actual,VAHEnSecondProbe,Second probe alarm high,,,,,,TAK,0.0,0.0
devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnThirdProbe,VFbk,PV,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnThirdProbe/VFbk/Actual,VAHEnThirdProbe,Third probe alarm high,,,,,,TAK,0.0,0.0
devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnThirdProbe,VMan,Manual,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnThirdProbe/VMan/Actual,VAHEnThirdProbe,Third probe alarm high,,,,,,TAK,0.0,0.0
devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnThirdProbe,VOut,SP,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnThirdProbe/VOut/Actual,VAHEnThirdProbe,Third probe alarm high,,,,,,TAK,0.0,0.0
devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VALEnFirstProbe,VFbk,PV,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VALEnFirstProbe/VFbk/Actual,VALEnFirstProbe,First probe alarm low,,,,,,TAK,0.0,0.0
devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VALEnFirstProbe,VMan,Manual,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VALEnFirstProbe/VMan/Actual,VALEnFirstProbe,First probe alarm low,,,,,,TAK,0.0,0.0
