lp,measurement
1764,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpAHEN/TagDescription/Actual
1765,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpAHEN/TagName/Actual
1766,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpAHEN/VFbk/Actual
1767,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpAHEN/VInt/Actual
1768,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpAHEN/VMan/Actual
1769,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpAHEN/VOut/Actual
1770,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpAHEN/VRbk/Actual
1771,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpAHEN/VState0/Actual
1772,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpAHEN/VState1/Actual
1773,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpAHEN/WQC/Actual
1774,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpALEN/OSLevel/Actual
1775,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpALEN/SrcChannel/Actual
1776,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpALEN/SrcIntAct/Actual
1777,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpALEN/SrcIntAut/Actual
1778,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpALEN/SrcIntOp/Actual
1779,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpALEN/SrcManAct/Actual
1780,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpALEN/SrcManAut/Actual
1781,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpALEN/SrcManOp/Actual
1782,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpALEN/TagDescription/Actual
1783,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpALEN/TagName/Actual
1784,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpALEN/VFbk/Actual
1785,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpALEN/VInt/Actual
1786,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpALEN/VMan/Actual
1787,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpALEN/VOut/Actual
1788,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpALEN/VRbk/Actual
1789,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpALEN/VState0/Actual
1790,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpALEN/VState1/Actual
1791,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/mtp/objects/Agitator/tmpALEN/WQC/Actual
1792,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/status/connection_status
1793,devices/d2304eda-30b4-41bc-a866-b39bdf7f4b90/status/uptime
1794,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/assigned_to_pnid
1795,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/assigned_to_process
1796,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/assigned_to_system
1797,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/diagnostics/CoreBoard/Text/Actual
1798,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/metadata
1799,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnFirstProbe/OSLevel/Actual
1800,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnFirstProbe/TagDescription/Actual
1801,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnFirstProbe/TagName/Actual
1802,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnFirstProbe/VFbk/Actual
1803,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnFirstProbe/VMan/Actual
1804,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnFirstProbe/VOut/Actual
1805,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnFirstProbe/VRbk/Actual
1806,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnFirstProbe/VState0/Actual
1807,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnFirstProbe/VState1/Actual
1808,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnSecondProbe/OSLevel/Actual
1809,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnSecondProbe/TagDescription/Actual
1810,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnSecondProbe/TagName/Actual
1811,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnSecondProbe/VFbk/Actual
1812,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnSecondProbe/VMan/Actual
1813,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnSecondProbe/VOut/Actual
1814,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnSecondProbe/VRbk/Actual
1815,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnSecondProbe/VState0/Actual
1816,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnSecondProbe/VState1/Actual
1817,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnThirdProbe/OSLevel/Actual
1818,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnThirdProbe/TagDescription/Actual
1819,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnThirdProbe/TagName/Actual
1820,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnThirdProbe/VFbk/Actual
1821,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnThirdProbe/VMan/Actual
1822,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnThirdProbe/VOut/Actual
1823,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnThirdProbe/VRbk/Actual
1824,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnThirdProbe/VState0/Actual
1825,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VAHEnThirdProbe/VState1/Actual
1826,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnFirstProbe/OSLevel/Actual
1827,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnFirstProbe/TagDescription/Actual
1828,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnFirstProbe/TagName/Actual
1829,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnFirstProbe/VFbk/Actual
1830,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnFirstProbe/VMan/Actual
1831,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnFirstProbe/VOut/Actual
1832,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnFirstProbe/VRbk/Actual
1833,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnFirstProbe/VState0/Actual
1834,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnFirstProbe/VState1/Actual
1835,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnSecondProbe/OSLevel/Actual
1836,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnSecondProbe/TagDescription/Actual
1837,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnSecondProbe/TagName/Actual
1838,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnSecondProbe/VFbk/Actual
1839,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnSecondProbe/VMan/Actual
1840,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnSecondProbe/VOut/Actual
1841,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnSecondProbe/VRbk/Actual
1842,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnSecondProbe/VState0/Actual
1843,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnSecondProbe/VState1/Actual
1844,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnThirdProbe/OSLevel/Actual
1845,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnThirdProbe/TagDescription/Actual
1846,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnThirdProbe/TagName/Actual
1847,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnThirdProbe/VFbk/Actual
1848,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnThirdProbe/VMan/Actual
1849,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnThirdProbe/VOut/Actual
1850,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnThirdProbe/VRbk/Actual
1851,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnThirdProbe/VState0/Actual
1852,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/VALEnThirdProbe/VState1/Actual
1853,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementFirstProbe/OSLevel/Actual
1854,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementFirstProbe/TagDescription/Actual
1855,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementFirstProbe/TagName/Actual
1856,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementFirstProbe/V/Actual
1857,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementFirstProbe/VAHAct/Actual
1858,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementFirstProbe/VAHEn/Actual
1859,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementFirstProbe/VAHLim/Actual
1860,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementFirstProbe/VALAct/Actual
1861,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementFirstProbe/VALEn/Actual
1862,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementFirstProbe/VALLim/Actual
1863,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementFirstProbe/VSclMax/Actual
1864,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementFirstProbe/VSclMin/Actual
1865,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementFirstProbe/VTHAct/Actual
1866,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementFirstProbe/VTHEn/Actual
1867,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementFirstProbe/VTHLim/Actual
1868,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementFirstProbe/VTLAct/Actual
1869,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementFirstProbe/VTLEn/Actual
1870,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementFirstProbe/VTLLim/Actual
1871,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementFirstProbe/VUnit/Actual
1872,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementFirstProbe/VWHAct/Actual
1873,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementFirstProbe/VWHEn/Actual
1874,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementFirstProbe/VWHLim/Actual
1875,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementFirstProbe/VWLAct/Actual
1876,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementFirstProbe/VWLEn/Actual
1877,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementFirstProbe/VWLLim/Actual
1878,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementFirstProbe/WQC/Actual
1879,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementSecondProbe/OSLevel/Actual
1880,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementSecondProbe/TagDescription/Actual
1881,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementSecondProbe/TagName/Actual
1882,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementSecondProbe/V/Actual
1883,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementSecondProbe/VAHAct/Actual
1884,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementSecondProbe/VAHEn/Actual
1885,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementSecondProbe/VAHLim/Actual
1886,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementSecondProbe/VALAct/Actual
1887,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementSecondProbe/VALEn/Actual
1888,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementSecondProbe/VALLim/Actual
1889,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementSecondProbe/VSclMax/Actual
1890,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementSecondProbe/VSclMin/Actual
1891,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementSecondProbe/VTHAct/Actual
1892,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementSecondProbe/VTHEn/Actual
1893,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementSecondProbe/VTHLim/Actual
1894,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementSecondProbe/VTLAct/Actual
1895,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementSecondProbe/VTLEn/Actual
1896,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementSecondProbe/VTLLim/Actual
1897,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementSecondProbe/VUnit/Actual
1898,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementSecondProbe/VWHAct/Actual
1899,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementSecondProbe/VWHEn/Actual
1900,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementSecondProbe/VWHLim/Actual
1901,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementSecondProbe/VWLAct/Actual
1902,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementSecondProbe/VWLEn/Actual
1903,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementSecondProbe/VWLLim/Actual
1904,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementSecondProbe/WQC/Actual
1905,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementThirdProbe/OSLevel/Actual
1906,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementThirdProbe/TagDescription/Actual
1907,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementThirdProbe/TagName/Actual
1908,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementThirdProbe/V/Actual
1909,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementThirdProbe/VAHAct/Actual
1910,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementThirdProbe/VAHEn/Actual
1911,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementThirdProbe/VAHLim/Actual
1912,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementThirdProbe/VALAct/Actual
1913,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementThirdProbe/VALEn/Actual
1914,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementThirdProbe/VALLim/Actual
1915,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementThirdProbe/VSclMax/Actual
1916,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementThirdProbe/VSclMin/Actual
1917,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementThirdProbe/VTHAct/Actual
1918,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementThirdProbe/VTHEn/Actual
1919,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementThirdProbe/VTHLim/Actual
1920,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementThirdProbe/VTLAct/Actual
1921,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementThirdProbe/VTLEn/Actual
1922,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementThirdProbe/VTLLim/Actual
1923,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementThirdProbe/VUnit/Actual
1924,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementThirdProbe/VWHAct/Actual
1925,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementThirdProbe/VWHEn/Actual
1926,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementThirdProbe/VWHLim/Actual
1927,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementThirdProbe/VWLAct/Actual
1928,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementThirdProbe/VWLEn/Actual
1929,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementThirdProbe/VWLLim/Actual
1930,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/measurementThirdProbe/WQC/Actual
1931,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/metadata/TagDescription/Actual
1932,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/metadata/TagName/Actual
1933,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/metadata/Text/Actual
1934,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/metadata/WQC/Actual
1935,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/moduleIdentificationTrigger/OSLevel/Actual
1936,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/moduleIdentificationTrigger/TagDescription/Actual
1937,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/moduleIdentificationTrigger/TagName/Actual
1938,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/moduleIdentificationTrigger/VFbk/Actual
1939,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/moduleIdentificationTrigger/VMan/Actual
1940,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/moduleIdentificationTrigger/VOut/Actual
1941,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/moduleIdentificationTrigger/VRbk/Actual
1942,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/moduleIdentificationTrigger/VState0/Actual
1943,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/moduleIdentificationTrigger/VState1/Actual
1944,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/qualityIndicator/TagDescription/Actual
1945,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/qualityIndicator/TagName/Actual
1946,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/qualityIndicator/V/Actual
1947,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/qualityIndicator/VSclMax/Actual
1948,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/qualityIndicator/VSclMin/Actual
1949,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/qualityIndicator/VUnit/Actual
1950,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/qualityIndicator/WQC/Actual
1951,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/serialNumber/TagDescription/Actual
1952,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/serialNumber/TagName/Actual
1953,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/serialNumber/Text/Actual
1954,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/mtp/objects/Sensor2/serialNumber/WQC/Actual
1955,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/status/connection_status
1956,devices/d57496a7-d1fb-4ece-ba31-dcfeda8753bc/status/uptime
1957,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/assigned_to_batch
1958,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/assigned_to_pnid
1959,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/assigned_to_process
1960,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/assigned_to_system
1961,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/diagnostics/CoreBoard/Text/Actual
1962,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/metadata
1963,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnFirstProbe/OSLevel/Actual
1964,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnFirstProbe/TagDescription/Actual
1965,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnFirstProbe/TagName/Actual
1966,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnFirstProbe/VFbk/Actual
1967,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnFirstProbe/VMan/Actual
1968,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnFirstProbe/VOut/Actual
1969,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnFirstProbe/VRbk/Actual
1970,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnFirstProbe/VState0/Actual
1971,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnFirstProbe/VState1/Actual
1972,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnSecondProbe/OSLevel/Actual
1973,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnSecondProbe/TagDescription/Actual
1974,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnSecondProbe/TagName/Actual
1975,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnSecondProbe/VFbk/Actual
1976,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnSecondProbe/VMan/Actual
1977,devices/e43ea21d-3c09-4a55-abad-d0ae3fa74e5a/mtp/objects/Sensor3/VAHEnSecondProbe/VOut/Actual
